,goldDiff - TOP,goldDiff - JG,goldDiff - MID,goldDiff - ADC,goldDiff - SUPP,item0 - TOPB,item0 - SUPPR,item0 - MIDB,item0 - ADCB,item0 - SUPPB,item0 - TOPR,item0 - MIDR,item0 - ADCR,item1 - MIDB,level - TOPB,level - SUPPR,level - JGB,level - MIDB,level - ADCB,level - SUPPB,level - TOPR,level - JGR,level - MIDR,level - ADCR,minute,positionX - TOPB,positionX - SUPPR,positionX - JGB,positionX - MIDB,positionX - ADCB,positionX - SUPPB,positionX - TOPR,positionX - JGR,positionX - MIDR,positionX - ADCR,positionY - TOPB,positionY - SUPPR,positionY - JGB,positionY - MIDB,positionY - ADCB,positionY - SUPPB,positionY - TOPR,positionY - JGR,positionY - MIDR,positionY - ADCR,wardsKilled - MIDB,xpDiff - TOP,xpDiff - JG,xpDiff - MID,xpDiff - ADC,xpDiff - SUPP,wardsPlaced - MIDB
890,2751,694,246,385,218,3340,3364,3363,3363,3364,3340,3363,3363,0,12,8,10,12,10,7,12,9,12,10,19,5844,11220,8981,11034,7318,6781,6469,12115,11591,9606,12766,6004,2440,1482,7412,7971,13695,6874,14055,8885,False,1004,1334,-631,-148,-176,True
891,2813,2013,2596,1640,1359,3340,3364,3340,3363,3364,0,3340,3363,0,16,11,13,16,15,11,15,12,14,13,29,7979,10128,8658,7755,8503,8308,10123,10098,5748,10024,10784,12003,11800,13687,12290,11853,12771,13612,9406,13692,True,1334,1912,2812,3346,305,True
892,-1210,-623,583,2813,633,3363,3364,3363,3363,3364,3340,3340,3363,0,15,11,11,16,14,11,15,12,16,13,28,7088,8489,6796,6901,6767,6842,12676,8611,8670,8489,10174,8301,8589,8066,8537,8491,2743,8847,8315,8301,False,-437,-807,1015,1571,-41,False
893,-1849,-791,693,3032,659,3363,3364,3363,3363,3364,3340,3340,3363,0,15,11,12,16,14,12,16,12,16,13,29,5157,8440,5203,3757,5396,4909,6378,8218,7024,7294,10343,8090,10346,1250,10459,9778,2411,7220,8050,6656,False,-1250,-770,1280,1471,312,True
894,-1811,-326,1299,3543,1070,3363,3364,3363,3363,3364,3340,3363,3363,0,16,11,12,17,15,12,16,12,16,13,30,10044,11841,9916,9987,10226,9641,9881,11072,11127,11841,9858,9457,9587,9921,10719,10195,11924,9106,11641,9457,False,-1028,344,2231,2078,1216,False
895,-1580,-268,2006,4024,1262,3363,3364,3363,3363,3364,3340,3363,3363,0,16,12,13,17,15,13,16,12,16,13,31,13107,12416,12486,12371,12941,12395,8718,8773,7976,12416,11913,13039,12086,11768,11684,11516,10322,10000,10003,13039,False,-655,1051,2497,2559,1699,False
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,True
897,0,0,0,0,0,3340,3364,3340,3340,3364,3340,0,3340,0,1,1,1,1,1,1,1,1,1,1,2,2933,13510,2405,6856,10322,6229,4328,7059,8046,9560,11112,12738,1514,6853,3087,2263,11938,9788,7743,5589,False,0,0,0,0,0,False
898,56,-32,-17,-18,0,3340,3364,3340,3340,3364,3340,0,3340,0,1,1,2,1,1,1,1,2,1,1,3,2656,13421,3113,7414,12525,13211,3671,6392,7823,12976,13109,2806,8003,6794,2188,2013,13476,12354,7891,3346,False,91,-82,0,-42,-42,True
899,106,120,-56,217,102,3340,3364,3340,3340,3364,3340,0,3340,0,3,2,3,3,2,2,2,3,3,2,4,2861,13541,7415,7238,13661,13928,3771,11300,6991,13879,13217,4594,5094,6897,3874,3934,13515,6958,9002,4655,False,213,195,-29,237,237,False
900,-43,408,175,17,7,3340,3364,3340,3340,3364,3340,2055,3340,0,4,3,4,4,3,3,4,4,4,3,5,787,13362,5056,5099,12201,12919,2286,6514,7750,13170,7525,2499,9015,8687,2415,2107,13362,9556,8434,2874,False,-241,215,122,-18,-139,True
901,218,188,165,380,188,3340,3364,3340,3340,3364,3340,2055,3340,0,5,3,4,5,4,4,4,4,5,4,6,2244,13251,2290,5529,1043,394,3164,7418,8001,13491,12535,3671,8395,6063,605,461,13093,9743,7962,3852,False,423,-62,101,39,340,False
902,3212,2335,3072,2251,1548,3340,3364,3340,3363,3364,0,3340,3363,0,16,11,13,16,16,11,15,12,14,14,30,9772,11044,9465,9686,10041,9603,10871,11523,9334,11695,13580,12979,12992,13719,13420,13078,13316,13364,9432,13288,False,1772,2245,3239,3443,598,False
903,95,336,51,384,157,3340,3364,3340,3340,3364,3340,2055,3340,0,6,4,5,6,5,4,5,5,6,4,7,2886,9803,10048,8044,11980,10125,3807,10035,8534,9995,12873,6375,4342,7819,2338,4757,13338,8163,8633,7022,False,225,311,-185,202,111,True
904,71,354,42,389,91,3340,3364,3340,3340,3364,3340,2055,3340,0,6,4,6,6,5,4,6,5,6,5,8,1783,13610,7824,7464,12921,13090,2365,7037,8078,13267,10994,3401,4135,7027,2812,2718,13374,11288,8096,3801,False,135,377,-155,338,20,False
905,-65,269,155,263,91,3340,3364,3340,3340,3364,3340,0,3340,0,7,5,6,7,6,5,7,6,7,6,9,11131,12360,2816,6839,1338,2464,2204,11154,8715,12529,1307,13329,6972,7309,10400,4655,13319,12834,8553,13578,False,-138,199,-215,158,-131,False
906,-57,72,-110,659,137,3340,3364,3340,3340,3364,3340,0,3340,0,7,5,7,8,6,5,7,7,8,6,10,7638,6019,6681,6735,4364,7227,11219,8254,9212,3822,7871,9307,9636,8153,9850,9712,1920,10172,9782,12768,False,-224,-97,-232,596,-133,True
907,-341,47,105,660,231,3340,3364,3340,3340,3364,3340,3364,3340,0,8,5,7,8,7,5,8,7,8,7,11,10253,1399,394,6601,649,1494,14258,11384,9091,2312,1019,11922,461,7216,523,587,13727,8245,7636,13107,True,-196,-110,202,521,113,True
908,-437,-843,4,901,100,3340,3364,3340,3340,3364,3340,3364,3340,0,8,6,8,9,8,6,8,8,9,7,12,3370,13378,13422,12131,13819,13594,13948,13676,13252,13431,12998,2720,2804,3235,3197,2957,4174,2870,3030,3796,False,-357,-520,135,688,-103,False
909,-861,-1187,-65,600,127,3340,3364,3340,3340,3364,3340,3364,3340,0,8,6,8,9,8,6,9,8,9,8,13,394,11246,10012,7811,12478,12833,1208,6327,12333,13702,461,9713,5822,7365,2120,2197,10425,12433,12104,3260,False,-1161,-582,26,296,-232,False
910,-907,-1373,-72,680,187,3340,3364,3340,3340,3364,3340,3364,3340,0,9,7,8,10,8,6,10,9,10,8,14,3196,11766,9900,7093,13195,13304,1816,12586,8492,12768,7399,5071,3295,6860,3411,2954,11513,6440,8410,5070,False,-1002,-1009,79,342,-247,False
911,-992,-1161,-156,1345,161,3340,3364,3340,2055,3364,3340,3364,3340,0,10,7,9,10,9,7,10,10,10,8,15,896,11106,1825,5568,9220,7147,2104,7000,7312,13394,9903,5381,2097,6131,1595,4831,11927,7129,7406,14106,False,-922,-1073,-106,104,-604,False
912,-986,-1182,-243,1294,47,3340,3364,2055,3363,3364,3340,3364,3340,3364,10,8,9,11,9,7,11,10,11,9,16,5917,7649,5947,6584,2517,4634,4130,7459,12048,8046,5766,7357,8902,6305,11616,7633,12462,7167,2661,7337,False,-1135,-1193,-189,357,-876,False
913,3177,2322,3158,2055,1573,3340,3364,3340,3363,3364,0,3364,3363,0,16,11,13,17,16,12,16,12,15,14,31,13385,11637,12200,10625,10515,12262,12861,12764,11801,11914,5948,10468,6741,7526,7458,7248,9401,10534,10727,11829,False,1313,1796,3359,3208,347,False
914,-648,-1285,-716,1685,197,3340,3364,3364,3363,3364,3340,3364,3363,0,10,8,9,11,10,7,11,11,11,9,17,7749,12068,2034,6836,394,3699,6724,11136,9310,12035,791,11795,1266,7189,461,13114,14074,8358,1830,11866,False,-652,-1440,-304,922,-786,False
915,-1195,-1505,-749,1669,146,3340,3364,3364,3363,3364,3340,3364,3363,0,11,8,9,12,10,7,12,11,12,9,18,649,10919,6114,7548,717,2027,14340,9817,12246,8424,2521,3615,7103,7616,884,1462,14391,4219,3357,7885,False,-1206,-1733,-185,820,-901,True
916,-632,-1424,-934,1704,192,3340,3364,3364,3363,3364,3340,3364,3363,0,11,8,10,12,11,7,12,11,12,10,19,6510,7619,7787,7588,7279,7772,8883,10217,6813,8647,8217,7556,7004,6869,6424,7137,7362,13316,12577,8529,False,-519,-1735,-365,1031,-964,False
917,-419,-1038,-605,1855,416,3340,3364,3364,3363,3364,3340,3364,3363,0,12,8,11,12,11,8,12,12,12,10,20,3557,7902,12659,8476,6658,6240,13747,7130,10337,8002,1523,8037,5851,4841,4344,4839,8811,12425,13900,8148,False,-222,-1287,-439,932,-771,True
918,-704,-1122,-431,2117,497,3340,3364,3364,3363,3364,3340,3364,3363,0,12,9,11,12,12,8,13,12,13,10,21,7994,8462,6297,7086,4838,5988,9505,7633,8893,8413,2343,8256,9050,7470,13396,10877,5676,9775,9732,7974,False,-946,-1423,-83,1616,-824,False
919,-344,-1158,-402,2003,468,3340,3364,3364,3363,3364,3340,3364,3363,0,12,9,11,13,12,8,13,12,13,11,22,4778,5362,3977,3869,3964,3895,14028,5181,3781,5223,6751,9083,10457,9472,10166,9620,14152,9014,10780,8815,False,-369,-1625,15,1506,-778,True
920,54,-1086,820,2691,1067,3340,3364,3364,3363,3364,3340,3364,3363,0,13,9,12,14,13,9,13,12,13,11,23,394,12212,2743,3067,826,6748,10596,4589,8063,8253,461,10792,1628,9002,604,4840,10676,9750,5860,7080,True,796,-368,1054,2607,269,False
921,72,-962,720,2880,1088,3340,3364,3364,3363,3364,3340,3364,3363,0,13,10,13,14,13,10,13,13,13,11,24,10124,11454,8912,8821,6650,8633,13280,12126,13806,10766,5559,9881,9429,10434,13162,11619,8777,10241,14283,10675,False,666,45,916,2763,150,False
922,541,-820,679,3411,1111,3340,3364,3364,3363,3364,3340,3364,3363,0,14,10,13,14,13,10,13,13,13,11,25,9969,12351,10121,9764,9746,10039,11398,10835,10808,11710,10832,13288,13190,13146,13073,13259,13362,12189,11826,12639,False,1144,-9,721,2984,35,True
923,713,-1043,578,3347,801,3340,3364,3364,3363,3364,3340,3364,3363,0,14,11,13,14,14,10,14,13,14,12,26,4665,12404,1538,6862,7358,6246,13376,8765,7593,7960,1775,12487,1004,6526,2982,4330,5824,9925,13969,10718,False,852,-919,484,2450,-510,False
924,3280,2426,3151,1712,1573,3340,3364,3340,3363,3364,0,3364,3363,0,17,12,14,17,16,12,16,12,15,14,32,12242,13124,10038,11909,13581,13218,12527,14157,13001,13237,9014,10995,4324,9383,9281,8819,11926,12036,11252,11331,True,1687,1771,2990,2871,-59,True
925,1191,-968,325,3327,966,3340,3364,3364,3363,3364,3340,3364,3363,0,14,11,13,14,14,10,14,14,14,12,27,13516,13274,11408,8049,11014,12294,13603,10786,9815,13286,7312,9084,7616,7427,7559,7963,9344,9894,13369,8795,True,1308,-1044,162,2333,-799,False
926,1503,-933,484,3777,1109,3340,3364,3364,3363,3364,3340,3364,3363,0,15,11,13,15,14,11,14,14,14,13,28,13024,13656,10210,9689,9274,9758,10363,12177,12994,12675,5466,14158,8950,9889,10033,9881,10347,10011,11218,10536,False,1668,-962,558,2397,-109,True
927,1578,-1101,329,3666,1245,3340,3364,3364,3363,3364,3340,3364,3363,2055,15,11,14,15,14,11,14,14,15,13,29,13071,13704,8032,12472,12164,13164,10345,13742,14010,13145,4904,5073,8181,3235,3369,3437,5107,5983,4640,5649,False,1941,-1144,-225,2225,-257,False
928,1971,-951,662,3355,1382,3340,3364,3364,3363,3364,3340,3364,3363,0,15,12,14,15,15,12,14,15,15,14,30,3701,8098,3186,6025,6732,6136,7557,8787,13875,13973,9461,10077,6991,7338,6716,7313,13462,12822,13481,8927,False,2130,-1365,259,1586,-104,True
929,2053,-1007,405,3152,1352,3340,3364,3364,3363,3364,3340,3364,3363,2055,16,12,14,15,15,12,14,15,15,14,31,5985,6754,4812,4709,5046,5650,6605,7558,13325,7229,7331,8392,9002,9018,9309,9162,8340,8620,13753,8594,False,2082,-1519,-298,1217,-127,False
930,2072,-1015,150,2609,1302,3340,3364,3364,3363,3364,3340,3364,3363,0,16,12,14,16,15,12,15,15,16,14,32,6886,8922,5051,6813,4828,5224,13439,6762,8485,8993,8199,11405,10221,8493,9808,10516,9317,11425,13051,8984,False,2182,-1637,-323,826,-255,True
931,1122,-1562,-388,598,865,3340,3364,3364,3363,3364,3340,3364,3363,0,16,13,14,16,15,12,16,16,16,15,33,7540,13060,7721,5088,4954,6192,12650,9968,13030,6589,2880,12161,5304,8742,10315,10514,12521,10036,11989,11414,False,759,-3103,-1528,-832,-1699,True
932,1277,-1762,-978,184,754,3340,3364,3364,3363,3364,3340,3364,3363,2055,16,13,15,16,15,12,16,17,17,16,34,1510,8575,6476,6717,6294,6068,8337,8598,9276,7683,10096,4639,4686,3126,4824,4966,7572,4568,5485,7346,False,730,-3469,-2497,-1728,-1982,True
933,1296,-2196,-1359,195,604,3340,3364,3364,3363,3364,3340,3364,3363,0,17,13,15,16,15,12,16,17,17,16,35,9911,12044,9990,10603,9334,10572,11310,9790,4911,10927,5825,7772,5233,5736,5633,5686,5692,4126,1419,4841,True,807,-3649,-2723,-1692,-1875,True
934,995,-2390,-1523,-128,365,3340,3364,3364,3363,3364,3340,3364,3363,0,17,14,15,16,15,12,17,17,18,17,36,4746,13601,3880,3477,4727,5989,7046,6454,12899,8293,4964,13773,2115,2002,5263,4077,6485,6509,14171,3576,False,324,-4097,-3113,-2412,-2073,False
935,4055,2524,3177,1051,1335,3340,3364,3340,3363,3364,0,3364,3363,0,17,13,14,17,16,12,16,13,15,15,33,12777,12883,12683,12153,11827,12341,12424,12440,13069,12590,11621,11875,11320,12122,12092,11368,11527,12293,12324,13315,True,1635,1639,3021,2255,-677,False
936,1142,-2547,-2030,23,205,3340,3364,3364,3363,3364,3340,3364,3363,0,17,14,15,16,16,12,17,17,18,17,37,7430,6528,4888,5904,4381,6368,6245,5690,2349,6160,1326,6747,4871,4292,4571,4598,6812,6095,12354,6924,False,444,-4310,-3801,-2259,-2132,True
937,1251,-3040,-2732,-516,-83,3340,3364,3364,3363,3364,3340,3364,3363,0,18,14,15,16,16,13,17,18,18,17,38,2102,3076,2551,1755,2204,2662,2924,2932,2734,3511,2220,1749,1807,2072,1545,2451,2532,2940,3385,1796,False,661,-4353,-4434,-2324,-1730,False
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,True
939,0,0,0,0,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,3636,11869,5163,6945,10311,7458,7059,11268,7000,11906,9037,5069,8573,7155,2811,5055,9509,8442,9516,7142,False,0,0,0,0,0,True
940,14,105,0,49,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,2319,13720,3216,7077,12939,13034,2455,11982,7893,13429,12327,3859,7400,6860,2825,3027,13224,7008,7417,4043,False,30,195,0,93,93,False
941,-173,-323,63,60,60,3340,3340,3340,3340,3340,3340,3340,3340,0,2,2,3,3,2,2,3,3,3,2,4,394,13192,7716,6780,12238,12800,1608,4958,7558,12796,461,2847,5234,6972,2340,1940,12874,12293,7898,2841,False,-136,70,29,77,77,True
942,-53,-364,105,0,-42,3340,3340,3340,3340,3340,3340,3340,3340,0,4,3,3,4,3,3,4,3,4,3,5,2445,12946,3902,7324,12005,11776,4226,10009,8280,12854,13215,1945,9676,7429,2612,2564,13708,6874,7950,3217,False,43,45,0,83,-38,False
943,-81,-382,154,-182,-21,3340,3340,3340,3340,3340,3340,3340,3340,2055,5,4,4,5,3,3,5,4,5,4,6,2036,11692,7538,1937,10420,10715,2937,10767,7588,11633,12921,2861,1696,2192,1277,971,12911,4475,7198,1913,False,-46,40,0,-246,-277,True
944,-287,-157,189,-98,-21,3340,3340,3340,3340,3340,3340,3340,3340,2055,5,4,5,6,4,4,6,4,6,4,7,507,10655,3500,6576,8105,9196,2644,10126,7758,13749,1382,5394,7021,7042,1361,2709,12615,13336,7574,5607,False,-439,273,-29,-60,-90,False
945,-266,-184,252,-283,14,3340,3340,3340,3340,3340,3340,3340,3340,0,6,5,5,7,4,4,6,5,7,5,8,1588,12214,8686,7600,10564,10816,3990,11453,9190,12157,11717,1282,5073,7351,1443,1463,12722,8004,8826,1979,False,-350,260,0,-247,-277,False
946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,True
947,-162,-64,110,-244,-87,3340,3340,3340,3340,3340,3340,3340,3340,0,7,5,6,7,5,5,7,5,7,5,9,3373,11637,4970,2404,10827,11079,4135,12408,9124,12341,11492,1155,6009,3094,1741,1826,13655,6650,7419,1831,False,-202,541,-66,21,-47,False
948,-336,-171,161,-457,-126,3340,3340,3340,3340,3340,3340,3340,3340,0,7,6,6,8,6,6,8,6,8,6,10,1318,10000,4054,6431,10790,10895,3097,5172,5465,11772,10546,3184,9392,8020,1786,2013,10792,9406,9323,2530,True,-676,360,61,-73,-140,True
949,-154,-301,330,-457,-128,3340,3364,3340,3340,3364,3340,3340,3340,0,8,6,7,9,6,6,8,6,8,7,11,2876,9339,6278,7730,10957,6006,4372,6400,8110,12614,13141,5610,4362,6010,1550,4072,13713,12591,7295,2746,False,-304,124,351,-129,-108,False
950,-287,-256,321,-478,-7,3340,3364,3340,3340,3364,3340,3340,3340,0,8,6,7,9,7,6,9,7,9,7,12,1227,10984,10342,9166,10406,9625,12067,10817,8427,11325,10914,1002,2907,3909,1226,2464,14162,2571,7468,1640,False,-694,26,349,-76,-116,False
951,-367,-555,229,-1336,-175,3340,3364,3340,3340,3364,3340,3340,3340,0,9,7,7,10,8,6,10,7,10,8,13,1341,10687,7239,7891,9275,8496,5026,10244,8458,10625,10983,4629,6385,7368,1315,5898,9409,4919,7743,3024,False,-731,-176,168,74,-459,False
952,-383,-545,208,-1309,-145,3340,3364,3340,3340,3364,3340,3340,3340,2055,9,7,7,10,8,6,10,7,10,8,14,7612,3543,4014,6956,1688,2477,13164,7917,7847,1760,940,10013,6099,7144,10684,8745,6604,10178,7864,12906,False,-820,-247,87,204,-420,False
953,-338,-529,-85,-2243,-457,3340,3364,3340,3340,3364,3340,3340,3340,2055,10,7,8,11,8,6,10,8,11,9,15,11881,10985,12985,12359,4925,12141,12978,6923,12647,1984,2185,10498,3612,2755,5556,3069,3526,6950,2976,11789,False,-438,-181,-95,-492,-883,True
954,-542,-702,-191,-2339,-380,3340,3364,3340,3340,3364,3340,3340,3363,2055,10,8,8,11,9,7,11,8,11,9,16,9682,4777,8238,6234,1717,5110,12032,11064,13910,6161,1575,9830,2347,7226,10116,7860,2600,12812,14146,13321,True,-751,-532,-329,-91,-909,False
955,-465,-549,-5,-2590,-380,3340,3364,3340,3340,3364,3340,3340,3363,0,11,8,8,11,9,7,11,9,12,10,17,11440,12417,9386,1227,7259,1147,13108,7977,7604,7133,1947,5222,3664,8019,6749,852,3083,9471,7568,9903,False,-651,-250,-222,-544,-603,True
956,-633,-500,23,-2575,-391,3340,3364,3340,3340,3364,3340,3340,3363,0,11,8,9,12,10,7,12,9,12,10,18,7970,7371,4464,1231,7002,6103,9140,10009,7492,9923,825,6329,9515,9976,7315,9254,1419,8971,8387,10498,False,-1150,-344,-52,-145,-289,False
957,0,0,0,0,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,3761,9748,394,7005,11107,7593,4422,7479,8443,10818,9409,6384,461,7051,3439,5110,11762,10018,8281,5354,False,0,0,0,0,0,False
958,-756,-314,-159,-2772,-356,3340,3364,2055,2055,3364,3340,3340,3363,3363,11,8,9,12,10,8,12,9,12,10,19,2820,13191,3070,1383,1405,556,9388,12001,3972,6588,624,13704,6000,2471,1137,541,1230,7120,13368,8176,False,-1362,61,-151,-352,-53,False
959,-553,-282,-409,-2913,-402,3340,3364,3363,3363,3364,3340,2055,3363,0,12,8,10,13,11,8,13,10,13,11,20,536,2762,884,922,2503,810,13112,1939,4741,2491,1137,6903,1325,6496,5420,2104,4451,7552,6329,7595,False,-938,177,-545,-829,69,True
960,-685,-364,-509,-2947,-371,3340,3364,3363,3363,3364,3340,2055,3363,0,12,8,10,13,11,8,13,10,13,12,21,7588,5361,4790,3630,2073,4164,8190,4998,8477,5423,3646,9403,6149,7896,1938,7454,3916,9441,7491,12395,True,-1374,-21,-558,-710,330,False
961,-397,-238,-509,-3180,-333,3340,3364,3363,3363,3364,3340,3363,3363,0,13,8,10,13,11,9,13,10,14,12,22,10268,7400,5982,1470,6241,2743,12281,10609,9712,7405,2866,6961,5142,7360,6594,7648,3122,8770,10282,7791,False,-803,402,-618,-1257,162,True
962,-369,-240,-538,-3204,-324,3340,3364,3363,3363,3364,3340,3363,3363,0,13,9,11,14,12,9,14,10,14,13,23,10270,8553,6472,3836,3434,5329,13728,8248,3857,8359,2928,4780,4763,4309,6685,5385,4042,6480,10159,6500,False,-603,344,-784,-1229,190,True
963,-535,-171,-545,-3114,-272,3340,3364,3363,3363,3364,3340,3363,3363,0,13,9,11,14,12,9,14,10,14,13,24,11215,10605,9513,10033,9503,9694,8920,10397,11250,10566,6177,4892,5502,6208,5327,5719,3795,4455,5600,4457,True,-966,347,-851,-1049,457,False
964,-1321,-333,-325,-3498,-586,3340,3364,3363,3363,3364,3340,3363,3363,0,13,9,11,14,12,9,14,11,14,13,25,2132,4806,2404,7974,12346,4893,4778,12448,4974,4844,718,10194,4373,1892,6727,2936,10448,13339,10256,10718,False,-1462,-267,-989,-1444,-141,False
965,-1759,-487,-793,-4026,-858,3340,3364,3363,3363,3364,3340,3363,3363,0,13,10,11,14,12,10,15,12,15,14,26,1341,7646,5860,6178,5242,5456,6948,7080,7973,7663,538,2357,3979,4234,5333,3320,6693,1222,6575,1362,True,-2502,-605,-2160,-2645,-334,True
966,-1886,-687,-1274,-4580,-1058,3340,3364,3363,3363,3364,3340,3363,3363,0,14,10,11,14,13,10,15,12,16,14,27,5568,7175,5456,3549,4398,5717,1643,6708,5956,8375,1266,954,3318,2521,3298,1737,7374,985,6259,2168,False,-2665,-768,-2505,-2597,-255,False
967,-2085,-606,-1239,-4686,-1078,3340,3364,3363,3363,3364,3340,3363,3363,2055,14,11,12,15,13,11,16,12,16,15,28,8695,10381,1053,3065,7615,6602,1136,10238,11729,8464,1530,10115,772,2404,3425,2930,9815,9595,12509,10463,False,-2490,-568,-2309,-2415,20,True
968,56,0,42,-59,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,2338,12411,3335,7762,12057,12177,2811,11374,8228,12673,12528,2577,7998,7558,1660,1872,13061,6924,8246,2726,False,91,0,89,-56,-26,True
969,-2209,-680,-1034,-4892,-1049,3340,3364,3363,3363,3364,3340,3363,3363,0,14,11,12,15,14,11,16,12,16,15,29,8558,7566,2974,2601,2214,4798,4060,7915,10422,8067,1314,5729,9643,13505,2066,5102,13212,6665,2925,7759,False,-2457,-1015,-2052,-2755,63,False
970,-1956,-701,-1035,-4802,-1018,3340,3364,3363,3363,3364,3340,3363,3363,2055,15,11,12,15,14,11,16,13,16,15,30,7564,8531,7716,7549,7193,7471,7939,7897,8912,7222,5009,5272,4804,5112,5133,4671,4330,5259,5642,6126,False,-1999,-1342,-1897,-2807,560,True
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
972,0,0,0,0,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,2904,11146,4787,5894,2787,3043,8010,7948,9142,11146,11414,5373,7143,7236,968,1636,11861,9949,7410,5373,False,0,0,0,0,0,True
973,35,0,0,21,0,3340,3340,3340,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,2183,13420,3598,7258,12637,13022,2377,3256,7857,13115,12384,2705,7750,7192,2208,1881,13436,11134,8033,3103,False,91,0,0,38,38,True
974,-14,105,74,123,60,3340,3340,3340,3340,3340,3340,3340,3340,0,3,2,3,3,2,2,3,2,3,2,4,1634,13269,4317,8214,13334,13025,1637,12485,8216,13269,11464,4385,11918,7770,3418,3484,12831,6470,8624,4385,False,34,139,182,114,114,True
975,63,0,7,-153,0,3340,3340,3340,3340,3340,3340,3340,3340,2055,4,3,3,4,2,3,3,3,4,3,5,1605,12324,6536,7789,11211,11076,1990,8626,12802,12324,11704,2280,9351,5421,1526,1863,11956,4800,13075,2280,False,150,0,0,-299,-179,False
976,84,55,28,-12,-49,3340,3340,3340,3340,3340,3340,3340,3340,0,5,3,4,5,4,3,5,4,5,4,6,1112,12100,491,7946,10497,5972,1668,5646,7786,11775,11123,8301,490,6663,1701,1600,11371,9371,7511,1906,False,211,122,181,-13,-105,False
977,206,85,28,180,48,3340,3340,3340,3340,3340,3340,3340,3340,0,6,4,4,6,5,4,5,4,6,4,7,1808,14017,12561,10989,13232,13245,6849,12588,8283,14017,12301,4889,5031,5525,4325,4153,13475,7206,8356,4889,False,545,123,181,276,66,False
978,192,67,-49,283,-32,3340,3340,3340,3340,3340,3340,3340,3340,2055,6,4,5,6,5,4,6,5,6,5,8,1825,13373,7238,7703,12922,13154,2396,7474,8179,13188,12258,3952,3951,6552,1842,3316,13412,9960,8162,4062,False,545,267,-50,177,-33,False
979,207,0,77,-136,-39,3340,3340,3340,3340,3340,3340,3340,3340,0,3,2,3,3,2,2,2,3,3,2,4,3265,11935,7265,7864,11115,11374,3860,10058,8178,12123,13233,1867,4952,6751,1530,1201,13571,5844,8041,1834,False,302,0,60,-132,-72,False
980,101,-81,-12,322,-53,3340,3340,3340,3340,3340,3340,3340,3340,2055,7,5,6,7,6,5,7,6,7,5,9,1487,13581,5047,6644,10995,4337,4204,6534,8074,13802,11216,4403,9355,8280,4305,7438,11615,12476,7906,4267,False,333,-56,16,256,-225,False
981,192,-130,-40,678,19,3340,3364,3340,3340,3340,3340,3340,3340,0,8,5,6,8,7,5,7,6,8,6,10,2830,13460,4797,6150,12388,4667,3294,10736,7563,13431,13307,4324,6242,7308,2632,9919,13911,8738,7413,4074,False,513,-155,-61,741,-274,False
982,220,-158,-161,521,-78,3340,3364,3340,3340,3364,3340,3340,3340,0,8,6,6,8,7,5,8,6,8,6,11,3415,8826,7591,7115,11123,10188,4084,8826,10316,10898,13368,5593,5133,6922,2004,2922,13620,5593,10567,5057,False,574,-198,-258,642,-544,False
983,777,288,-261,800,318,3340,3364,3340,3340,3364,3340,3340,3340,0,9,6,6,9,8,5,8,6,9,7,12,394,12313,12597,11455,12187,12187,12313,12699,11106,12678,461,3265,2983,6257,2208,3290,3265,5382,5545,3030,False,895,-153,-429,785,-731,False
984,656,315,-318,800,289,3340,3364,3340,3340,3364,3340,3340,3340,0,9,6,6,9,8,5,9,7,10,7,13,11699,6943,6147,5968,1592,3121,12938,12497,7614,5396,1435,13336,3444,6658,11103,9151,5195,13664,7553,13185,False,271,-279,-338,773,-742,False
985,700,263,-613,818,335,3340,3364,3340,3340,3364,3340,3340,3340,2055,10,7,7,10,8,6,9,7,10,8,14,13357,4479,2415,3243,2741,2572,3481,3481,6855,4206,6220,12349,9849,11876,11403,11712,9326,10743,7076,12608,False,902,-515,-763,740,-864,False
