,goldDiff - TOP,goldDiff - JG,goldDiff - MID,goldDiff - ADC,goldDiff - SUPP,item0 - TOPB,item0 - SUPPR,item0 - MIDB,item0 - ADCB,item0 - SUPPB,item0 - TOPR,item0 - MIDR,item0 - ADCR,item1 - MIDB,level - TOPB,level - SUPPR,level - JGB,level - MIDB,level - ADCB,level - SUPPB,level - TOPR,level - JGR,level - MIDR,level - ADCR,minute,positionX - TOPB,positionX - SUPPR,positionX - JGB,positionX - MIDB,positionX - ADCB,positionX - SUPPB,positionX - TOPR,positionX - JGR,positionX - MIDR,positionX - ADCR,positionY - TOPB,positionY - SUPPR,positionY - JGB,positionY - MIDB,positionY - ADCB,positionY - SUPPB,positionY - TOPR,positionY - JGR,positionY - MIDR,positionY - ADCR,wardsKilled - MIDB,xpDiff - TOP,xpDiff - JG,xpDiff - MID,xpDiff - ADC,xpDiff - SUPP,wardsPlaced - MIDB
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
1,0,0,0,0,0,3340,3340,3340,3340,3340,3340,0,3340,0,1,1,1,1,1,1,1,1,1,1,2,4885,9949,12134,11220,11826,11415,3787,9113,8117,10525,5801,6633,4848,4172,3593,4058,11049,11133,7700,7552,False,0,0,0,0,0,False
2,1363,494,-61,41,102,3340,3364,3340,3340,2055,3340,0,3340,0,9,6,7,8,6,5,8,6,9,6,11,1325,14014,4236,6871,7845,8657,6175,10532,8823,13972,11299,14159,7350,7229,1042,1618,12336,8852,9341,13724,False,1143,855,-584,76,-475,False
3,52,182,1137,235,250,3340,3340,3340,3340,3364,3340,3340,3340,2055,4,3,3,4,3,3,4,3,3,2,5,2919,12165,8160,7235,6131,6588,3389,6492,7417,13206,13064,9918,6629,7636,3426,6122,13913,12753,7859,4139,False,167,389,189,190,9,False
4,3069,1589,1011,702,1119,3340,3364,3340,3363,3364,3340,3340,3340,2055,11,8,10,10,10,9,10,9,10,10,17,4233,6916,5001,3956,4931,2687,5520,7299,13233,8031,9386,11517,9693,4595,7964,6214,13715,11693,7199,11741,False,1163,903,183,412,1203,True
5,3104,1370,981,846,1058,3340,3364,3340,3363,3364,3340,3363,3340,0,11,8,10,11,10,9,10,10,11,10,18,8174,8863,7008,5794,7469,7745,7050,12356,9709,9219,8478,10494,9401,12784,8492,8823,13752,6601,9745,9968,True,1123,364,274,842,1165,False
6,3392,2089,1037,1167,1231,3340,3364,3340,3363,3364,3340,3363,3340,0,12,8,11,11,11,10,10,10,11,10,19,9709,9956,9658,9075,8323,5569,5837,5578,8604,9799,12562,13404,13467,14016,13763,13196,13747,13243,13202,12322,False,1818,1117,626,1276,1443,False
7,3554,2546,1320,1491,1331,3340,3364,3340,3363,3364,3340,3363,3340,2055,12,9,11,11,11,10,11,10,11,10,20,12200,8813,1773,6516,1007,10163,7442,13530,8463,8145,1962,8852,1072,6056,1159,5874,13707,12584,10189,7968,False,1568,1278,716,1338,1285,True
8,3819,2032,1490,1584,1410,3340,3364,3340,3363,3364,3340,3363,3340,2055,13,9,12,12,12,10,11,11,11,11,21,13385,13085,12148,12002,11570,11669,13403,11530,11825,13513,6965,9474,7908,7423,7972,8294,8383,8468,8808,9122,True,2186,1095,467,1608,1512,True
9,4526,3065,1740,1611,2141,3340,3364,3340,3363,3364,3340,3363,3340,2055,13,10,12,12,13,11,11,11,11,12,22,11315,12042,10965,8546,11913,11054,11680,11920,13445,11750,9934,11143,10443,7713,10567,10699,10999,11585,13894,10952,False,2661,1918,627,1410,1856,False
10,4478,2508,2430,2175,2175,3340,3364,3340,3363,3364,3340,3363,3340,2055,13,10,13,13,13,12,12,11,12,12,23,13098,13550,13842,12805,13674,12894,14304,13958,14168,14189,11871,13874,13877,13546,13457,13938,13364,12264,13706,13777,False,2330,2360,1125,2219,1912,True
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
12,0,0,0,0,0,3340,3340,0,3340,3340,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,4328,7205,5257,6518,7890,11850,4532,12095,8107,9697,9452,9223,9044,7035,5253,3829,12193,8246,7593,6318,False,0,0,0,0,0,False
13,42,15,-49,-28,46,3340,3340,0,3340,3340,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,3352,12379,7661,6782,11131,11171,3448,7548,7810,12601,13239,1413,7390,7039,1556,1428,13348,10985,7851,2236,False,121,33,-71,-55,-55,True
14,-25,49,1201,186,285,3340,3340,3340,3340,3364,3340,3340,3340,0,5,3,4,5,4,4,5,4,4,4,6,1727,13615,7821,6955,13043,13088,2156,2412,6371,13490,11938,4316,3605,7316,2597,2466,12691,8410,8673,4043,False,-74,151,284,53,235,True
15,130,-80,7,-136,91,3340,3340,0,3340,3340,3340,3340,3340,0,3,2,2,3,2,2,3,3,3,2,4,3195,11426,2851,6792,10972,11335,4063,6187,7740,12092,12948,3180,8373,8183,1491,1350,13369,12583,8343,2063,False,93,-122,56,-114,-114,False
16,490,-19,14,-230,224,3340,3340,0,3340,3340,3340,3340,3340,0,4,3,3,4,3,3,4,3,4,3,5,1796,12639,4154,5476,11805,11959,4164,13940,7415,12615,13038,2067,11861,6323,1917,1872,13745,13398,8418,2276,False,192,183,-34,-55,-55,True
17,490,-181,70,-410,320,3340,3340,2055,3340,3340,3340,3340,3340,0,5,4,3,5,4,4,5,4,5,4,6,4000,12622,4025,4496,11690,11520,4078,11989,7777,12475,13737,1788,13866,13722,1506,1885,13619,6629,7450,1961,False,131,-166,117,-109,-16,False
18,756,-193,225,-578,453,3340,3340,2055,3340,3340,3340,3340,3340,3364,6,4,4,6,4,4,5,5,6,4,7,2415,11225,5843,7234,10204,10586,3303,9401,8311,11367,12517,1822,5242,7275,1069,1354,13186,2256,7644,1446,False,469,-128,31,-87,-114,False
19,818,-256,197,-644,602,3340,2055,2055,3340,3340,3340,3340,3340,3364,6,5,5,6,4,5,6,5,6,5,8,2690,11164,5745,3653,11527,12214,4985,7904,7838,13497,12647,5722,3495,9777,1907,1980,13905,9592,7773,6115,False,497,-262,-28,-219,258,False
20,1027,-173,156,-904,775,3340,3364,2055,3340,3340,3340,3340,3340,3340,7,5,5,7,5,5,7,6,7,6,9,11886,12134,6572,2829,1332,1753,3361,6450,6976,13794,1927,13383,4769,2337,7783,7381,13404,12331,7109,3916,False,676,-108,-89,-471,89,True
21,1239,-284,334,-1002,907,3340,3364,2055,3340,3340,3340,3340,3340,3340,8,6,6,8,6,6,7,6,7,6,10,8679,4239,4387,7539,2227,2812,12879,8181,8407,3747,6729,12588,10149,7833,12532,11451,3359,10087,8641,12827,False,895,-277,290,-291,243,False
22,1280,-99,256,-1005,962,3340,3364,2055,3340,3340,3340,3340,3340,3340,9,6,6,8,6,7,8,6,8,6,11,12297,5527,3759,2918,4160,4286,11817,9690,7977,4352,1394,13397,1464,3195,11889,11955,3630,5476,7689,13720,False,990,-77,135,-240,458,True
23,1832,371,344,-1164,1105,3340,3364,3340,3364,3340,3340,3340,3340,0,9,7,7,9,6,7,8,7,9,7,12,13494,14340,11220,8726,1611,1354,13880,11986,11665,13671,2562,14391,3804,6627,3969,10996,12079,6524,6668,14026,False,1272,-132,99,-422,471,False
24,1713,355,223,-1290,1086,3363,3364,3340,3364,3340,3340,3340,3340,2055,9,7,7,9,7,7,8,7,10,7,13,13627,6318,2599,4421,1624,1570,13440,10245,7402,3632,3864,9464,4882,4378,10058,10162,5268,10819,7731,11449,False,694,-124,-145,-776,494,True
25,171,159,1353,88,325,3340,3340,3340,3340,3364,3340,3340,3340,0,6,3,4,6,4,4,5,4,5,4,7,1288,13924,9769,8078,12205,11826,3978,12638,8323,13402,12386,8831,5569,8193,3095,3797,13342,5996,8467,3741,False,379,323,738,19,256,False
26,1581,429,315,-1378,1167,3363,3364,3340,3364,3340,3340,3340,3340,2055,10,7,8,10,7,8,9,8,10,8,14,13755,5792,6023,6550,5461,5696,14064,6359,7404,4316,5918,12899,11163,7790,11333,11464,7072,12369,8430,13714,False,489,48,35,-674,824,False
27,1720,286,388,-1464,1113,3363,3364,3340,3364,3340,3340,3340,3340,0,10,7,8,11,7,8,10,8,10,8,15,9423,3985,6878,7262,4498,4526,13389,4427,8067,3348,5809,12692,5406,7240,9530,10022,7689,11763,8186,13145,True,684,-285,119,-741,908,False
28,1658,522,488,-1696,1185,3363,3364,3340,3364,3340,3340,3340,3340,0,11,7,8,11,8,8,10,8,11,9,16,12460,7122,2602,4676,862,1362,12753,6885,10506,5691,2110,9357,5201,6055,1217,10416,3082,9137,10668,10947,False,321,191,298,-1151,983,True
29,1909,663,585,-1853,1362,3363,3364,3340,3364,3340,3340,3340,3340,0,11,8,9,12,8,9,11,8,11,9,17,13104,7053,3831,6503,3836,3398,14027,7319,7818,6211,6978,9000,9385,6869,10309,10836,12826,8517,7589,9334,False,773,290,379,-1427,1394,False
30,1742,744,893,-1920,1659,3363,3364,3340,3364,3340,3340,3340,3340,0,11,8,9,12,8,9,11,9,12,10,18,10233,10222,9968,7808,9808,9838,13140,9347,9946,1359,10393,10584,9822,8724,9255,9718,3170,8707,10912,10268,False,-59,308,629,-1723,1722,False
31,2035,1161,561,-2577,2084,3363,3364,3340,3364,3340,3340,3340,3363,0,12,8,10,12,9,10,11,9,12,11,19,12397,10019,6840,1496,602,394,10710,9904,7708,10055,2625,8897,5278,11401,821,461,11611,5182,7133,8283,False,80,965,-123,-2348,2205,True
32,2098,1031,530,-2869,2352,3363,3364,3340,3364,3363,3340,3340,3363,2055,12,8,10,12,9,10,12,9,13,11,20,6416,7465,4344,4398,4925,5780,8614,7931,7752,7812,8195,11902,13696,13673,13349,13202,13862,12352,11197,8091,False,82,607,-406,-2527,2426,False
33,2235,1355,645,-2983,2550,3363,3364,2055,3364,3363,3340,3340,3363,3364,12,8,10,12,9,11,12,9,13,12,21,8776,9968,6877,1392,6270,6263,13360,9309,7739,7543,2513,6751,5398,7843,6542,6250,3587,6174,7417,7407,False,219,883,-651,-2817,2615,False
34,2413,1256,623,-3117,2801,3363,3364,3364,3364,3363,3340,3340,3363,0,13,8,10,13,10,11,12,10,13,12,22,12035,6531,5579,3862,7803,8178,13617,7979,8465,8602,7673,11307,8504,13491,7594,7854,7996,9993,11764,9933,False,626,534,-616,-2504,2945,False
35,2400,1237,411,-3385,2943,3363,3364,3364,3364,3363,3340,3340,3363,0,13,9,10,13,10,11,13,10,14,12,23,13321,10227,11002,2216,4614,2647,13521,8613,6868,12624,3676,8447,3609,8811,4859,2929,4557,10012,13118,4859,False,473,234,-750,-2839,2911,True
36,94,64,1472,-9,311,3340,3340,3340,3340,3364,3340,3340,3340,0,7,4,4,7,5,4,6,4,5,5,8,2048,12928,9984,8961,10393,10180,3499,13787,8415,12972,11861,3153,4731,5792,1777,4930,13488,13930,8653,3608,False,76,151,887,7,92,False
37,2727,1631,474,-3397,3120,3363,3364,3364,3364,3363,3340,3340,3363,2055,14,9,11,14,11,12,13,10,14,12,24,13448,7801,11390,2133,8017,7926,13597,10043,13876,8559,7972,10859,8889,3456,7551,8039,9849,9902,14208,9678,False,1515,760,-703,-2347,3033,True
38,2928,1642,546,-3498,3228,3363,3364,3364,3364,3363,3340,3340,3363,0,14,9,11,14,11,12,13,11,14,13,25,3315,12898,5428,6114,6632,5905,10266,3142,6631,8333,4036,13909,8560,8483,7604,8343,9827,10815,12480,10179,True,1322,749,-767,-2433,2995,False
39,2982,1832,1266,-3466,3275,3363,3364,3364,3364,3363,3340,3340,3363,0,14,10,12,14,11,12,14,11,15,13,26,6453,6022,5956,6234,4794,6112,5455,5955,8611,5481,9093,8310,8525,11315,6707,8491,8568,11228,9033,8586,True,949,1157,-429,-2122,3244,False
40,3670,1939,1006,-3390,3381,3363,3364,3364,3364,3363,3340,3340,3363,0,15,10,12,15,12,12,14,11,15,13,27,8496,6967,2128,3574,5612,3479,3050,10962,6373,5561,3778,6958,1543,8120,7429,3784,10740,8582,6813,12499,False,1678,1467,-1079,-1809,3639,False
41,3755,2004,980,-3759,3205,3363,3364,3364,3364,3363,3340,3340,3363,0,15,10,13,15,12,13,14,11,15,13,28,10740,11608,11432,10650,8888,10826,12371,10975,10571,11976,7492,9806,7145,7526,6404,7493,6581,9929,10086,10206,False,2029,1794,-975,-2385,3730,False
42,3852,2260,1136,-3793,3170,3363,3364,3364,3364,3363,3340,3340,3363,2055,15,10,13,15,12,13,14,11,16,14,29,6288,8808,7765,3122,6255,6878,12538,6025,5485,6902,6127,7724,5296,10935,5923,6634,9395,8440,9144,7500,False,2356,2279,-621,-2319,3794,False
43,4026,2176,1353,-4101,3153,3363,3364,3364,3364,3363,3340,3340,3363,2055,16,10,13,15,12,13,14,12,16,14,30,13359,14160,4934,7515,8136,1218,10032,6399,14289,8552,6634,14392,9357,8465,8006,1882,10125,12330,14377,11593,True,2551,2259,-584,-2626,4004,True
44,3874,2410,1529,-4014,3209,3363,3364,3364,3364,3363,3340,3340,3363,0,16,10,14,16,12,13,15,12,16,14,31,6220,6373,4324,4124,6145,5944,11568,6876,4277,7918,12498,12559,12675,12995,10172,12727,10034,13070,12699,12058,True,2070,3080,-795,-2581,4612,True
45,3889,2521,1661,-3916,3493,3363,3364,3364,3364,3363,3340,3340,3363,0,16,10,14,16,13,14,15,12,16,14,32,5154,7551,4898,5938,5261,5243,6634,5799,10907,9310,10276,11623,10465,10542,10224,10451,10070,12618,12338,11612,False,2061,3381,-456,-2697,4973,False
46,4361,2929,2095,-3673,3775,3363,3364,3364,3364,3363,3340,3340,3363,0,17,10,15,17,13,14,15,12,16,15,33,11851,11955,2707,2294,6806,6927,9763,12810,9723,12940,1862,7083,8442,12634,6998,7316,8908,5264,5865,3161,False,3054,4424,511,-2257,6009,False
47,96,20,1479,-4,311,3340,3340,3340,3340,3364,3340,3340,3340,0,7,4,5,7,5,5,7,5,6,5,9,1278,9064,2382,6624,6204,6881,4349,11253,10699,13237,11070,5757,8331,7538,1131,2871,9258,7025,7487,6266,False,-13,130,766,104,143,False
48,4696,3039,2461,-3538,3807,3363,3364,3364,3364,3363,3340,3340,3363,0,17,10,15,17,14,15,15,12,17,15,34,13557,12594,11351,8941,9999,9666,13607,11635,10640,11665,10274,10509,8291,13074,9074,9289,10353,11321,13293,10768,False,3664,4175,812,-1937,6166,True
49,4746,3242,2919,-3366,3913,3363,3364,3364,3364,3363,3340,3340,3363,0,18,11,15,18,14,15,16,13,17,15,35,11412,12849,11333,11967,11873,12071,12630,11494,12850,12411,11306,12099,11259,10630,10806,11298,11522,11268,11413,11864,False,3779,4140,755,-1726,6267,True
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
51,0,0,0,0,0,3340,3340,3340,3340,3364,3340,3340,3340,0,1,1,1,1,1,1,1,1,1,1,2,4404,8232,6174,5371,4960,6257,7850,7530,8277,9249,11538,5163,9769,8814,8363,9782,11857,8873,7556,5680,False,0,0,0,0,0,False
52,35,0,-70,-25,10,3340,3340,3340,3340,3364,3340,3340,3340,0,1,1,2,1,1,1,1,2,1,1,3,2692,12920,8066,6672,11961,12059,3324,12070,7665,13093,12949,2033,2341,6939,2084,1991,13342,6641,7325,2757,False,90,15,0,-41,-41,True
53,161,-55,-91,45,31,3340,3340,3340,3340,3364,3340,3340,3340,0,3,2,3,3,2,2,3,3,3,2,4,3021,11903,3584,6269,10936,11007,3394,6782,7420,12217,12606,1952,7856,6465,1638,1453,13530,11497,7085,1609,False,0,-100,-89,16,16,False
54,252,-182,-77,52,-8,3340,3340,3340,3340,3364,3340,3340,3340,0,4,3,3,4,3,3,4,4,4,3,5,3929,12277,2293,6880,11564,11887,4457,5423,8072,12585,13036,2140,8966,7080,1944,1395,13996,12530,6474,2124,False,149,-369,30,34,34,True
55,152,-105,-98,52,-36,3340,3340,3340,3340,2055,3340,3340,3340,0,5,4,4,5,4,4,5,5,5,4,6,1308,12710,10128,7516,1202,1107,1157,14058,12160,13588,10828,5008,5259,7123,566,635,11806,14000,12865,4447,False,44,-494,0,53,53,True
56,232,22,-213,7,-81,3340,3340,3340,3340,2055,3340,3340,3340,2055,6,4,4,5,4,4,5,5,6,4,7,1496,12393,6984,6737,11953,12375,1859,12506,7653,12551,11789,2411,5288,6273,1859,1381,12486,6427,7156,2758,False,193,-228,-334,15,15,False
57,405,167,-147,45,6,3340,3340,3340,3340,2055,3340,3340,3340,2055,6,5,5,6,5,5,6,5,7,5,8,4048,11398,4903,6122,11506,11547,4179,8265,7642,11047,13267,3131,9702,7359,1055,1362,13955,3437,7217,3340,False,553,14,-311,-9,-10,False
58,352,119,1307,-174,278,3340,3340,3340,3340,3364,3340,3340,3340,0,8,5,5,8,6,5,8,5,7,6,10,3302,12452,4823,7227,11896,11908,4040,12467,10806,12592,13344,2746,10126,7561,1732,1839,13958,14013,8892,2524,False,350,219,565,152,77,True
59,494,233,-254,115,-5,3340,3340,3340,3340,3340,3340,3340,3340,2055,7,5,6,7,6,5,7,6,7,5,9,4300,13550,4950,4239,12173,12233,4556,10555,6888,13072,13134,2776,13745,13177,1349,1325,13820,13484,6925,4708,False,331,181,-498,90,89,False
60,978,-60,-319,129,-5,3340,3340,3340,3340,3340,3340,3340,3340,0,7,6,6,7,6,6,7,7,8,6,10,9178,3073,7273,6554,1826,1349,13068,7439,11441,2364,1560,11552,3175,7242,11117,11177,4208,11594,11875,12309,False,235,-226,-637,108,107,True
61,1007,91,-289,45,-5,3340,3340,3340,3340,3340,3340,3340,3340,0,8,6,7,8,7,6,8,7,9,6,11,13385,4459,4137,4731,3036,3670,13743,4968,5339,3465,4003,10035,9672,8378,9467,9375,3861,10228,9186,11194,False,232,152,-637,101,61,True
62,1132,52,-152,331,142,3340,2055,3340,3340,2055,3340,3340,3340,0,9,6,7,9,7,6,8,7,9,7,12,541,6352,2801,738,2689,2745,13463,5804,11003,4291,522,13194,8319,932,1821,3422,4111,12404,10694,13264,False,397,16,-427,-25,345,False
63,1217,60,-226,131,11,3340,3364,3340,3340,3364,3340,3340,3340,0,9,6,8,9,7,7,9,7,10,7,13,13154,3092,3440,5984,3876,4452,13853,10392,7822,3614,3508,13600,11784,5158,11570,11643,4250,9802,7438,13413,False,520,548,-496,-46,271,False
64,821,-204,448,392,171,3340,3364,3340,3340,3364,3340,3340,3340,0,9,6,8,10,8,7,9,8,10,8,14,394,9913,8885,4171,1096,3155,11213,10658,10577,14029,461,6461,2354,13389,912,3446,1372,5172,5432,13924,False,-244,168,-512,12,576,True
65,1291,-349,186,521,217,3340,3364,2055,3340,3364,3340,3340,3340,3363,10,7,8,10,8,7,10,8,11,8,15,13246,8085,8064,7639,8191,8318,14135,3179,6691,8021,3979,8462,7590,7111,6878,7023,14170,7701,13699,8458,False,111,-178,-824,44,631,False
66,1639,-645,223,427,211,3340,3364,2055,3340,3364,3340,3340,3340,3363,11,7,9,11,8,8,10,9,12,9,16,14086,13860,13878,14116,13037,13977,13666,13980,1282,14112,7128,7349,7166,6730,7115,7426,8449,6993,7273,8063,False,676,-328,-1238,-199,398,False
67,2172,-657,-205,119,246,3340,3364,3363,3363,3364,3340,3340,2055,0,11,7,9,11,9,8,10,9,12,9,17,1719,7368,5192,6348,7458,6658,12767,7413,7932,7658,10027,8478,8671,6747,7028,7148,3264,9792,10152,7920,False,792,-268,-1426,-673,499,True
68,2261,-650,-216,245,216,3340,3364,3363,3363,3364,3340,3340,3363,0,11,8,9,11,9,8,11,9,12,10,18,5353,8391,4877,6025,7098,5000,4070,6051,8853,8442,9039,8030,9994,7337,7324,9501,13388,10601,9238,8007,False,889,-368,-1335,-612,587,False
69,915,368,1357,-190,278,3340,3340,3340,3340,3364,3340,3340,3340,0,8,5,6,8,6,5,8,5,8,6,11,4261,11326,4309,4181,10415,10141,11681,10459,7098,11168,13625,1304,13588,1910,1311,1758,14179,9739,6609,1754,True,282,721,140,147,42,False
70,2274,-701,-163,294,232,3340,3364,3363,3363,3364,3340,3340,3363,0,12,8,9,12,9,9,11,10,13,10,19,7168,9907,4803,3828,7269,6676,12621,9854,10670,10897,7627,6901,9781,13395,7829,8285,6358,4414,1685,10644,False,902,-535,-1340,-654,764,True
71,2279,-653,-445,190,191,3340,3364,3363,3363,3364,3340,3340,3363,0,12,8,9,12,10,9,11,10,13,10,20,11480,9857,8854,7610,7511,8498,1745,6607,9488,8611,4148,8962,5825,6654,6692,6045,11434,12505,7255,8000,False,681,-595,-953,-677,620,False
72,2347,-637,-424,76,211,3340,3364,3363,3363,3364,3340,3340,3363,0,12,9,10,12,10,9,12,10,13,11,21,7721,7303,3886,1580,5897,5952,7626,8003,11550,7353,868,6711,6462,5628,5398,6218,4990,4856,1929,7209,False,717,-858,-1349,-1021,74,False
73,2728,-998,-298,-105,136,3340,3364,3363,3363,3364,3340,3340,3363,0,13,9,10,13,10,9,12,11,14,11,22,7618,6424,6075,398,4524,5613,5969,4666,6238,6530,2617,6478,6045,407,9760,6231,13314,9169,6962,6854,False,1261,-996,-968,-1276,-55,False
74,2781,-966,-356,-298,146,3340,3364,3363,3363,3364,3340,3340,3363,0,13,9,10,13,10,9,12,11,14,12,23,1184,8859,6475,5565,6579,6242,12067,7456,12165,8765,6067,9731,7870,8988,7936,9511,11435,12088,7256,8929,False,1055,-806,-972,-1455,-72,False
75,3523,-984,-979,-707,107,3340,3364,3363,3363,3364,3340,3340,3363,0,14,10,11,14,11,9,12,11,15,12,24,5445,12407,7426,6956,7232,7142,8887,9196,7744,9419,1541,11795,6939,6573,7353,7492,7709,6102,892,6369,False,2367,-756,-1619,-1587,-160,False
76,3676,-1196,-1068,-762,111,3340,3364,3363,3363,3364,3340,3340,3363,0,14,10,11,14,11,10,13,12,15,12,25,8785,10019,8356,5574,6331,1506,12197,10586,7192,9317,2289,5067,2547,7461,6968,2233,4669,5144,6714,5755,False,2491,-956,-1775,-1592,-113,False
77,3303,-1020,-1195,-1023,111,3340,3364,3363,3363,3364,3340,3340,3363,0,15,10,11,14,11,10,14,12,15,12,26,6109,6449,4481,3947,5911,5566,8682,5817,8304,14099,1880,8282,5963,6140,6149,6221,1039,8974,8461,13982,False,1556,-628,-1989,-2044,-13,False
78,3558,-986,-1344,-979,141,3340,3364,3363,3363,3364,3340,3363,3363,0,15,10,12,14,11,10,14,12,16,13,27,6744,6858,6560,6008,6208,6504,7513,7345,7333,7498,8252,7214,8097,7289,7243,8181,6675,7320,6222,7128,False,1855,-518,-1892,-1902,174,True
79,3490,-1012,-1138,-1270,31,3340,3364,3363,3363,3364,3340,3363,3363,0,15,10,12,15,11,10,14,12,16,13,28,5448,5062,4674,1781,2718,3085,4751,4902,4417,4883,5500,9134,6101,9382,3902,8894,7945,10258,10082,9793,False,1708,-333,-1474,-2052,113,True
80,1293,475,835,-859,7,3340,3340,3340,3340,3364,3340,3340,3340,0,9,6,7,9,7,6,9,6,9,7,12,6248,12166,10632,10380,1066,5488,12204,14127,10330,11605,13533,1307,1356,1136,754,3591,1219,14288,2942,2136,False,350,697,-154,-280,-545,False
81,3618,-916,-1104,-1068,-279,3340,3364,3363,3363,3364,3340,3363,3363,0,15,10,12,15,12,10,14,12,16,13,29,1916,13142,1843,1915,2115,1676,5049,1772,13538,7345,12765,13627,12751,11482,12686,6578,8572,13549,13889,12155,False,2008,-52,-1327,-1835,-14,True
82,3074,-1122,-2412,-1973,-1271,3340,3364,3363,3363,3364,3340,3363,3363,0,15,12,12,15,12,10,15,13,17,15,30,4568,4291,1301,4555,3551,4107,5416,12161,6145,1637,10333,7150,6816,9362,10594,10099,13466,9986,6600,9474,True,497,-349,-3005,-4120,-2118,False
83,3187,-1438,-2973,-2121,-1153,3340,3364,3363,3363,3364,3364,3363,3363,0,15,12,12,15,12,11,15,13,17,15,31,7221,8574,7147,6040,6923,7193,8590,5326,4955,8169,6068,4753,3967,5586,7040,6020,4583,1637,1133,7785,False,790,-1023,-3972,-4094,-1515,True
84,2680,-1928,-4313,-2858,-1509,3340,3364,3363,3363,3364,3364,3363,3363,0,16,13,12,15,12,11,16,14,18,15,32,2546,4442,10062,7278,8076,7378,3610,4519,3044,4166,1362,1561,5760,5176,6510,7052,1443,1501,3846,1666,False,134,-2128,-5640,-4959,-2361,False
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,560,14237,560,351,221,311,14486,14486,14277,14147,581,14579,361,293,471,649,14511,14291,14223,14401,False,0,0,0,0,0,False
86,0,0,0,0,0,3340,3364,3340,3340,3364,3340,0,3340,0,1,1,1,1,1,1,1,1,1,1,2,10092,14042,8774,9262,9665,9419,4413,8208,8227,14177,7767,13145,5778,5699,6208,6006,9587,10136,7616,13595,False,0,0,0,0,0,True
87,0,-73,45,-42,-11,3340,3364,3340,3340,3364,3340,0,3340,0,1,1,2,2,1,1,1,2,1,1,3,1686,12775,11462,7536,11933,12186,1966,6269,8511,12949,11463,2625,7990,7607,1836,1679,11978,12434,8410,2257,True,31,-132,12,-64,-64,False
88,-231,50,-8,-179,-29,3340,3364,3340,3340,3364,3340,0,3340,0,2,2,3,3,2,2,3,3,3,2,4,1320,11976,8711,7319,11144,11451,1222,6376,7793,12046,10735,2011,4959,6930,1383,1235,12261,8040,7534,1953,False,-423,45,-107,-219,-159,False
89,-508,-75,-71,-98,-29,3340,3364,3340,3340,3364,3340,2055,3340,0,4,3,3,3,3,3,4,3,4,3,5,1605,12944,11427,8152,11909,12004,2077,3548,8777,12958,11467,2902,4413,6692,2140,3240,11853,10504,8784,2480,False,275,-82,-84,-87,124,False
90,-761,-124,-150,-77,-50,3340,3364,3340,3340,3364,3340,0,3340,0,4,3,4,5,4,4,5,4,5,4,6,2422,13544,8253,7379,12519,13487,3121,6524,9802,13270,12431,3943,5807,7070,2799,2777,12953,12600,6460,3823,False,-300,-176,-282,-9,293,False
91,1280,760,704,-800,33,3340,3364,3340,3340,3364,3340,3340,3340,0,9,7,7,9,7,6,9,6,9,7,13,2935,12813,9999,8094,11955,11438,3234,5333,7437,13345,9615,5072,6363,6308,3190,4563,10833,9242,7772,4855,True,109,1202,-563,-194,-646,False
92,-1190,-335,-293,-53,262,3340,2055,3340,3340,3364,3340,0,3340,0,5,4,4,5,5,4,6,5,6,5,7,2345,10023,5729,6729,12907,13082,2035,3988,7500,13671,12308,7645,3839,6884,1934,2046,11595,9829,7843,4453,False,-836,-689,-29,-159,499,True
93,-546,-292,-729,-203,245,3340,2055,3340,3340,3364,3340,2055,3340,0,6,4,4,6,5,5,6,5,6,5,8,4648,10474,4140,7027,11076,5523,4446,10699,11430,13419,13809,3047,12976,7208,1683,12677,14002,12568,10936,5728,False,-539,-690,-345,-430,359,False
94,-355,-130,-761,-217,215,3340,3340,3340,3340,3364,3340,0,3340,0,6,5,5,7,5,5,7,6,7,6,9,1522,12801,5775,6841,11620,12409,2911,11134,9272,12404,9553,1896,5162,7285,1496,1326,13219,5766,7409,2522,False,-356,-401,-411,-443,100,False
95,-399,-385,-920,-275,245,3340,3340,3340,3340,3364,3340,0,3340,0,7,5,6,7,6,6,7,6,8,6,10,1302,12295,8577,7102,11462,12236,1742,9293,8772,12615,11111,2027,2337,7417,1489,1513,11404,2424,2420,2666,False,-447,-565,-486,-485,64,False
